F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;F25;F26;F27;F28;F29;F30;F31;F32;F33;F34;F35;F36;F37;F38;F39;F40;F41;F42;F43;F44;F45;F46;F47;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;F75;F76;F77;F78;F79;F80;F81;F82;F83;F84;F85;F86;F87;F88;F89;F90;F91;F92;F93;F94;F95;F96;F97;F98;F99;F100;F101
0.163461538461538;0.128440366972477;0;0.0840594506295971;0.0764193901772723;0.00634850587226757;0.117738101546082;0.00634850587226757;0.116506383383937;0.0955598096679254;0.116847826086957;0.0456541524716147;0.151700420328621;0.167473870557457;0.614764916773876;0.108990690338116;0.237481933923106;0.182436782770362;0.0558963871847308;0.181578585792792;0.0737812911725955;0.090211183248967;0.226592765989877;0.102626484415147;0;0.122042165264827;0.888615381571452;0.163461538461538;0.226601805731676;0.163997526777284;0.324895913174956;0.117738101546083;0.260517244854764;0.487497934920281;0.0125094243668403;0.851351351351351;0.0551221079339141;0.10958998708034;0.939393939393939;0.144173075352973;0.166059486296343;0.841269841269841;0.195345959946276;0.261926479303705;0.06640625;0.223645395607671;0.101714519341124;0.300429184549356;0.0874675445227999;0.0298475703930082;0.608739837398374;0.0623301412597787;0.781563271500776;0.168403643434905;0.118785399549498;0.0960600215000532;0.353464847861143;0.67854785060258;0.153355717592184;0.0319252626384123;0.0913807373911572;0.00687969467662193;0.0679665358598828;0.0833209408265839;0.147621903196093;0.169704677428609;0.153122932093794;0.35317730151144;0.248060644589788;0.192915688867857;0.313462350485811;0.347223487175005;0.308684399687994;0.376138978882065;0.133180926623887;0.0671689091681732;0.0643229317976789;0.0507871018822977;0.0298386806516248;0.170064593720336;0.203567042785614;0.114469559874878;0.390322392474291;0.184739547057014;0.15538318011482;0.430107526881721;0.24901013589674;0.490728873511777;0.38569447773763;0.35923191503141;0.666010250120356;0.241986739838009;0.0645975730958808;0.0462012123453516;0.592409983470386;0.949464743916092;0.389335202718955;0.239935921637367;0.647004038568451;0.369353594986464;0.767706144516954
0.173076923076923;0.114678899082569;0;0.0835970497924624;0.0922859076383414;0.00912031435579012;0.0869379750791378;0.00912031435579012;0.0992910668454643;0.130341057974402;0.0271739130434783;0.0936388579935583;0.251050821551395;0.179957091973158;0.48264583653006;0.120643586748124;0.219859599603724;0.245434926486721;0.0790729379686435;0.235851221308098;0.0968379446640316;0.0678823886893046;0.21165372368027;0.0936237696545403;0;0.140525786304414;0.859104663237019;0.173076923076923;0.211665215024692;0.154592003186999;0.384936339902148;0.0869379750791376;0.297892855463055;0.435269532755787;0.0240427709466244;0.918918918918919;0.151453864924714;0.121500801679627;0.0909090909090909;0.161346519872876;0.159055876170784;0.674603174603175;0.181609055169443;0.27962212245902;0.14453125;0.236035281538157;0.0540239129093724;0.160944206008584;0.0921249241828326;0.0544793729845621;0.607723577235772;0.0815537035831591;0.786154722023769;0.19180631986891;0.0907393488621844;0.112036046855182;0.270740257321567;0.722341547664533;0.136026995192726;0.039461388645664;0.0964280804055763;0.0552743880562632;0.0784844686935681;0.226017489711081;0.580007175110837;0.172920925479108;0.119350227451274;0.276320102937941;0.206483075076302;0.174132390088804;0.378588229487687;0.350205358699982;0.259966074314018;0.204871288344711;0.119354465829843;0.0903974791057733;0.230094900840323;0.0579134390592236;0.0310395892317476;0.171001072090803;0.204761876690758;0.0798584425918158;0.248775798501917;0.249971284393753;0.0547690342117187;0.494623655913979;0.402627500572529;0.336936031004962;0.450302798685782;0.2143254970533;0.43000811920254;0.33425857369217;0.150534666535957;0.153003235570418;0.309310873284777;0.947382812862365;0.26042834118246;0.1895691441829;0.779561982543083;0.500783390137728;0.794337507680706
0.14423076923077;0.610091743119266;0;0.0978941695847801;0.0539587957258028;0.00327938870229615;0.0988003297011713;0.00327938870229615;0.34589604657459;0.110566546460174;0.478940217391304;0.167147135566306;0.895299961788307;0.257798611623917;0.230158950858907;0.0902427821495563;0.258364660152982;0.167868338504908;0.0470347648261758;0.182053033952912;0.0553359683794466;0.0931474829832721;0.273301801446463;0.132811649655245;0;0.105065775005556;0.892115706526541;0.14423076923077;0.273295623289962;0.160420468137313;0.272813895207078;0.0988003297011701;0.551996613517709;0.492523686826675;0.0136274514617167;0.0540540540540541;0.085738155165561;0.144604538419419;0.727272727272727;0.157633300608478;0.216950798735056;0.841269841269841;0.335376791959372;0.190377987347717;0.1171875;0.245512057123512;0.0688364842986973;0.0429184549356223;0.105113491743683;0.0308916416442611;0.758130081300813;0.13510956337357;0.623684001064189;0.526826306565462;0.100470895796579;0.0882511565113196;0.574458260156424;0.418772443699878;0.12184610890435;0.0510456508957875;0.299439783103521;0.0076972306423972;0.0664584140759297;0.093031876380845;0.242063604294414;0.184817144128407;0.175124145395497;0.40629541541056;0.357042977016239;0.240337724418927;0.242955794325668;0.300300659783432;0.208294659613288;0.214987564265068;0.133320260742337;0.141402288410048;0.388026947539234;0.085405845081979;0.0394908323447294;0.0881887642536377;0.514971625392548;0.142830631150165;0.131894444674954;0.232496594936493;0.0280011840894368;0.494623655913979;0.401642289056209;0.314611866151931;0.451549299912907;0.282773136454893;0.5269994803949;0.315086164772501;0.134229138489551;0.110653138573132;0.325807546967558;0.948296229293741;0.311019018093093;0.171063389285502;0.806486471615924;0.505163525647819;0.839425804760217
0.173076923076923;0.146788990825688;0;0.181776607249909;0.120413913752907;0.0152627103631202;0.201972971208127;0.0152627103631202;0.201446194118488;0.131173990580946;0.617527173913044;0.0973283708815347;0.397019487963317;0.320086803993226;0.34366480289984;0.130599898396661;0.223128591970205;0.279471456940386;0.126107702794819;0.29271492419587;0.0869565217391305;0.0849952272807572;0.390324628573817;0.221989827365636;0;0.133463236567753;0.864557368154453;0.173076923076923;0.390325406397503;0.277925450502351;0.359638896221889;0.201972971208127;0.262734584450402;0.484504656211324;0.0160549974140498;0.72972972972973;0.0778992011712117;0.107553801231506;0.575757575757576;0.145677524578407;0.236033627400949;0.825396825396825;0.208541570710631;0.341986512068797;0.390625;0.386547869248584;0.128247317981109;0.175965665236052;0.159954581848016;0.0716849890364769;0.237804878048781;0.176979300064513;0.411406584798661;0.277100211913159;0.214965354953343;0.0786796437806207;0.227304726048763;0.750136844538301;0.154187028538398;0.0600783548520129;0.0692119704608375;0.0205632778776701;0.0537028991528812;0.0841145745765608;0.252431697401528;0.173743922279998;0.130728172391073;0.274324913532814;0.251729751015118;0.151515588471501;0.164584391934363;0.520486276407062;0.43745262684758;0.369543874912853;0.208099421890551;0.129906240294409;0.11887542721384;0.132895450059145;0.0813874176401421;0.173712973557733;0.276843733108089;0.136787616115365;0.290661043769774;0.287135448418994;0.098472148423949;0.720430107526882;0.391619509871738;0.393644716533582;0.513542989423712;0.456790363318438;0.741952533984619;0.275724650257136;0.102008167875596;0.0490899378203488;0.478006360784358;0.893389523698757;0.297057344874167;0.216345644579514;0.782304082739625;0.546848505177907;0.798052158283411
0.163461538461538;0.055045871559633;0;0.263992841320212;0.147056185709268;0.0225293520845521;0.539483345039527;0.0225293520845521;0.079028637387013;0.0328553488408058;0.0230978260869565;0.00863759215152673;0.102789453572793;0.451695419143194;0.828355119371321;0.495632980602026;0.145174468440627;0.382307175153121;0.0967961826857533;0.389601282355374;0.123847167325428;0.0810104987407648;0.64132616681396;0.478611029157217;0;0.192433500483647;0.641693174500378;0.163461538461538;0.641351011157794;0.533921849389783;0.392971576912639;0.539483345039529;0.194931447250835;0.383102720688186;0.0214147371018567;0.635135135135135;0.0995292826176881;0.123289602624342;0.666666666666667;0.162853311895729;0.281143256301696;0.888888888888889;0.380196192232151;0.806506128817332;0.15625;0.466254963970852;0.115162800052803;0.21030042918455;0.125101242348435;0.0322912163288387;0.436991869918699;0.0587151128531904;0.695757979285166;0.208713256322119;0.53874139942143;0.0347599679854696;0.329784079442003;0.825163616063304;0.0707694796867394;0.00658555492881939;0.0292920775678905;0.00278439479041057;0.0713380136103077;0.141744042264893;0.356424123844221;0.198624573240126;0.122253740417711;0.167767083909115;0.484749980861388;0.407938620227333;0.428808996783876;0.772257137466127;0.583665530433567;0.243019177947298;0.205353497410141;0.213810276276672;0.424107000853783;0.0456782752419617;0.0320382139557269;0.214387280096541;0.24460728732273;0.0855638652309891;0.164543898788799;0.360353871469257;0.099820699647699;1;0.683065470291188;0.328150721203981;0.780710133347893;0.418632212939576;0.68999142741069;0.293649207554435;0.108031442684579;0.0576054378115709;0.489260847844363;0.916118553735838;0.181990096848891;0.324163513673214;0.824170927857426;0.782606151908792;0.72408360117759
0.173076923076923;0.119266055045872;0;0.247583067428877;0.140808310357393;0.0206987495122033;0.626991762834054;0.0206987495122033;0.122441965929321;0.13649605101025;0.0135869565217391;0.0332160789923672;0.643867023309133;0.339579013826894;0.354677630712001;0.31280327035045;0.250069315579808;0.300407144635288;0.103612815269257;0.302651806481698;0.0625823451910408;0.0941456906244732;0.581580488810386;0.409444745302162;0;0.410395504605596;0.610755125706694;0.173076923076923;0.581626454050935;0.757469570056908;0.723829847834283;0.626991762834056;0.197760864964019;0.282379815983281;0.0133845668382926;0.0135135135135135;0.043899884647382;0.0729067482061359;0.878787878787879;0.104253571142001;0.317412164619835;0.841269841269841;0.243790834753666;0.371011880646762;0.26171875;0.393546876835783;0.178503045366647;0.266094420600858;0.193183288842092;0.0559240153431854;0.111788617886179;0.0902902371410854;0.641585494060238;0.104328047955771;0.625951990004239;0.0242222098770925;0.248001607028497;0.728721689222697;0.249305576448924;0.0253252843103414;0.0181298579039971;0.00594745873700426;0.0508367117170074;0.0718285608401082;0.187376463445256;0.164009716256334;0.0979990322633382;0.166926204629663;0.388670982157103;0.425018068594313;0.622057662286651;0.672138835112577;0.809913018786815;0.799216832914502;0.367167558410396;0.440932972411097;0.501033754367507;0.106412578946063;0.0627514938963705;0.181176108910161;0.155078595494028;0.0712006466706353;0.221189923914446;0.298194990705095;0.217982932614536;1;0.515023060635756;0.437597331314494;0.664179579658587;0.496703581374263;0.78914472761895;0.265535884752843;0.126254346990077;0.0595409687448905;0.667921917805782;0.864109249776225;0.191592822963483;0.454494202131378;0.630372667000525;0.609500266578006;0.590484796858376
0.201923076923077;0.197247706422018;0;0.111803163234006;0.0691758315600774;0.00524928204835818;0.117025233841042;0.00524928204835818;0.208968144034055;0.127534170589393;0.0142663043478261;0.0973038952499935;0.430645777607948;0.282828211575878;0.307771498118973;0.105727040974475;0.231518132013723;0.24736832712974;0.0702113156100886;0.217213066824798;0.121212121212121;0.0913844590981896;0.304831616043289;0.154932412752601;0;0.188560654455544;0.832047076015154;0.201923076923077;0.304823953774944;0.313062253887562;0.523729246165834;0.117025233841042;0.320586990263863;0.428371441903872;0.0225481031345165;0.513513513513514;0.136706250015464;0.0894451521951083;0.636363636363636;0.128616521695734;0.186758560501632;0.873015873015873;0.251247545500756;0.294556066348251;0.21875;0.339534833400384;0.139189643516694;0.201716738197425;0.131111225789649;0.0458399277026757;0.361788617886179;0.135465582087137;0.573436438617471;0.321689957288535;0.118342830304578;0.042462637050162;0.293562459700236;0.692890551692233;0.154070210811129;0.0510771151971946;0.1114165332608;0.01925828039748;0.0754641923807262;0.163195729869415;0.344708758032746;0.133586720681017;0.0760506366757377;0.128036251829387;0.2692320519031;0.232744925643546;0.387129685406082;0.418827092909212;0.391262604344775;0.528076447123053;0.166552814500197;0.156619187399807;0.326083759992891;0.0936577190570906;0.0890433280550166;0.373118461185229;0.297971735884009;0.144896612377429;0.321965366207935;0.399084258830987;0.125027174904092;0.720430107526882;0.394317481059589;0.398590869562551;0.477318434676202;0.326455540444272;0.609153162999106;0.26750692640419;0.114201038680063;0.0887478016243866;0.509490213238897;0.915856930298465;0.367952471710896;0.166749761436907;0.795367438369597;0.426884626153126;0.83544191174378
0.182692307692308;0.252293577981651;0;0.0718386905445586;0.0615030118907073;0.00419854301188269;0.0719113818481632;0.00419854301188269;0.224113950364202;0.163572962788073;0.112092391304348;0.109161325372548;0.204432556362247;0.217525576980313;0.302397720659358;0.0673945286786373;0.187892523787428;0.193027694429007;0.0906612133605999;0.172831352029408;0.0961791831357049;0.081761573523065;0.222583583406418;0.100179433792561;0;0.0990785994704579;0.89532985965174;0.182692307692308;0.222572415546639;0.152786733646961;0.325075259677603;0.071911381848163;0.377028361789192;0.498731968593398;0.0164426514227831;0.756756756756757;0.090380490275904;0.163659015639969;0.757575757575758;0.17987278249188;0.186400789215403;0.888888888888889;0.248128123960601;0.240061119774697;0.1875;0.235598633350623;0.0672690837645373;0.15450643776824;0.0852754078146466;0.0502419981540292;0.304878048780488;0.139014440220704;0.746198043648255;0.282330376923759;0.0728802927582057;0.125545430624276;0.443307343192991;0.584334635013728;0.0969731408773418;0.0714249461347942;0.13835974703711;0.0190249849620613;0.0738163245996193;0.0991117380440911;0.188777734282542;0.208395225080809;0.266926449361161;0.686582128382673;0.278569137076303;0.191000207106912;0.228687249648455;0.318448824074718;0.206794315834188;0.112424014716444;0.0967846980272292;0.0507907076750686;0.0803721468144401;0.0923677339707086;0.0455472850475466;0.115272945181454;0.271621286866269;0.0983421664200103;0.196137984296821;0.230675774617211;0.0446277083637563;0.430107526881721;0.329533276059198;0.36950838132615;0.410483564602044;0.285240593225827;0.576543916175945;0.242738063812657;0.0642116790984147;0.0644729583031617;0.577045379442146;0.963814220149372;0.324317644100467;0.135663269230586;0.834772616981579;0.460158948193792;0.854168938295257
0.173076923076923;0.100917431192661;0;0.12008871143216;0.0816892550964168;0.00721368678729783;0.36719119655112;0.00721368678729783;0.139776712577692;0.0506441154672226;0.014945652173913;0.0303669358142846;0.0645777607948032;0.368131489913636;0.660121631840808;0.355616099777638;0.157761850097329;0.494055303881138;0.0647580095432855;0.386818847036749;0.0843214756258234;0.0839958026848019;0.510495540378198;0.333729876321058;0;0.199291230704079;0.564502964931347;0.173076923076923;0.510512629694108;0.377207618362362;0.331260148656458;0.367191196551119;0.246342569103152;0.332825545210337;0.0161961932972716;0.608108108108108;0.0568464787897561;0.0383977689738549;0.5;0.0423227366553783;0.380980783016548;0.920634920634921;0.287818027503;0.394073011780566;0.02734375;0.402639310145418;0.197336485410023;0.199570815450644;0.137950024334074;0.0190534350336869;0.349593495934959;0.0665157229808335;0.507340318195409;0.172255107604337;0.366664122436764;0.00874406750433306;0.440844485464093;0.68589221113608;0.136007894279579;0.0106241572523479;0.0288019701671346;0.00263156745878203;0.0388840899028052;0.0721566257733866;0.326684469339488;0.0417236090102185;0.0296788345874681;0.227725514720126;0.474074503567684;0.351736988770122;0.28261922980977;0.590756850765933;0.463273103856438;0.252741232558412;0.236483186311158;0.251682668824316;0.443967594193915;0.0492267875786196;0.0427163731979021;0.295166384274162;0.187364576069042;0.0623878203107641;0.140986138908301;0.33654685089639;0.0675122419969496;0.89247311827957;0.65229378961608;0.296130404906726;0.727264171189053;0.354316430283013;0.552068785931647;0.411366482790502;0.174977042642777;0.100739720800675;0.318358925047649;0.895253960144094;0.1735355322725;0.263910868733121;0.856043150878555;0.800350294542836;0.741065962539829
0.153846153846154;0.311926605504587;0;0.0595598417993935;0.0393423005930711;0.00182015672656269;0.100223855476408;0.00182015672656269;0.267758291936872;0.126499254231061;0.0625;0.139012168391848;0.948032097821933;0.162002266110827;0.273721320286365;0.104037357964027;0.199719788953001;0.141897970896692;0.0565780504430811;0.147443312598818;0.0882740447957839;0.0836743194062538;0.209675915063728;0.0924555504269363;0;0.109080055132226;0.875252445949664;0.153846153846154;0.20967974506473;0.158919948535402;0.336871586543561;0.100223855476408;0.45386968648019;0.488472893049807;0.00890493966922107;0.0135135135135135;0.0383600534640292;0.102227088985691;0.954545454545455;0.119714927652872;0.131580033175892;1;0.181794943963479;0.18470662878842;0.15625;0.222706600223644;0.058714934868253;0.0858369098712447;0.058953112143735;0.0366249860546143;0.608739837398374;0.0681457310014005;0.842363144041216;0.281828781501454;0.100248903764436;0.0883852033711928;0.335601239895382;0.684541443369554;0.0998753353311096;0.035031382520603;0.195801147168226;0.00596272050862176;0.0511847156005255;0.0880888298524948;0.328576373767684;0.163473898278673;0.171321326283324;0.497453174149578;0.231956886397509;0.167321805732401;0.26956344574377;0.33407568439685;0.270544142458299;0.329496897388845;0.0950109136702696;0.0562015683590024;0.119338081722695;0.0508387096577702;0.0292330130592248;0.191857519051115;0.327714840080363;0.105786202440752;0.135925234645416;0.201271666301903;0;0.344086021505376;0.404531922422379;0.273519317258617;0.416028356824741;0.236241176089632;0.463009903518102;0.326147857677078;0.135191100861163;0.12933093375077;0.441109044019078;0.949613747907682;0.131610579674569;0.370307771260836;0.567730614910027;0.53859751290286;0.660999603113922
